Problem,Worker ID,Age,Gender,Strong hand,Education,Answer,Confidence,Psolve,1 second,1000 seconds,1 minute,1000 minutes,1 hour,1000 hours,2000 hours,1000000 hours,Infinity,There is no way to know without additional information,Class
CR_Conf,A2QLKEEJ9T2I25,60,Male,Right,College,2000 hours,8,31-40%,71-80%,61-70%,71-80%,61-70%,71-80%,51-60%,51-60%,71-80%,51-60%,71-80%,Non-Solver
CR_Conf,A2QUQ0S2F6K3QJ,62,Female,Right,High School/GED,1000 minutes,3,21-30%,61-70%,41-50%,31-40%,11-20%,61-70%,31-40%,21-30%,51-60%,0-10%,71-80%,Non-Solver
CR_Conf,A2R0YYUAWNT7UD,27,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A2R182TXQ26ZGE,32,Male,Left,High School/GED,Infinity,5,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,Non-Solver
CR_Conf,A2R3JUR8AHZF1D,54,Female,Right,College,There is no way to know without additional information,5,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2R72PEQOZAINO,59,Female,Right,Graduate Degree,Infinity,9,61-70%,0-10%,0-10%,11-20%,21-30%,21-30%,21-30%,21-30%,21-30%,61-70%,11-20%,Non-Solver
CR_Conf,A2RAS1CI2IY938,25,Male,Right,College,Infinity,10,41-50%,11-20%,11-20%,21-30%,0-10%,0-10%,41-50%,0-10%,0-10%,61-70%,51-60%,Non-Solver
CR_Conf,A2RDAJ32TF20LF,26,Female,Right,College,There is no way to know without additional information,2,61-70%,11-20%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2REBBMVBFBWFD,44,Male,Right,Graduate Degree,Infinity,3,21-30%,0-10%,0-10%,0-10%,0-10%,51-60%,61-70%,71-80%,31-40%,41-50%,61-70%,Non-Solver
CR_Conf,A2RHE12CJSKCRE,29,Female,Right,High School/GED,1 minute,7,11-20%,31-40%,31-40%,71-80%,41-50%,41-50%,41-50%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2RQSTZGWSZEOE,26,Female,Right,Graduate Degree,1 hour,9,81-90%,11-20%,21-30%,31-40%,21-30%,71-80%,51-60%,0-10%,0-10%,21-30%,0-10%,Solver
CR_Conf,A2RQZJV3501QIH,27,Female,Right,College,1000 minutes,7,21-30%,0-10%,0-10%,0-10%,31-40%,11-20%,31-40%,21-30%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2RRC5B4M80XXO,46,Male,Right,High School/GED,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,51-60%,61-70%,71-80%,71-80%,81-90%,Non-Solver
CR_Conf,A2RVDEU138ZF9P,23,Male,Right,College,1000 minutes,8,51-60%,0-10%,0-10%,21-30%,41-50%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2RVKQ541U9VGP,34,Male,Right,College,1000 hours,8,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,61-70%,71-80%,81-90%,11-20%,Non-Solver
CR_Conf,A2RVOEFBFCLGH4,43,Female,Right,Graduate Degree,1000 minutes,9,11-20%,41-50%,51-60%,41-50%,41-50%,51-60%,61-70%,51-60%,51-60%,61-70%,51-60%,Non-Solver
CR_Conf,A2S0MB5JFG8DF,30,Male,Right,High School/GED,1 hour,1,61-70%,0-10%,0-10%,0-10%,0-10%,51-60%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2S3X4TZTX5NXY,30,Male,Right,Graduate Degree,1000 hours,8,41-50%,51-60%,31-40%,11-20%,61-70%,31-40%,0-10%,21-30%,51-60%,61-70%,31-40%,Non-Solver
CR_Conf,A2S96ZZ70YFPSK,45,Female,Left,College,There is no way to know without additional information,8,51-60%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,0-10%,31-40%,41-50%,Non-Solver
CR_Conf,A2SCVCEOV33QB8,28,Male,Right,College,1000 hours,3,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,0-10%,21-30%,0-10%,0-10%,Non-Solver
CR_Conf,A2SD7GN80U31GW,34,Female,Right,College,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,21-30%,11-20%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2SF0TUK6XTPCO,36,Female,Right,College,Infinity,10,51-60%,0-10%,11-20%,11-20%,21-30%,21-30%,41-50%,41-50%,51-60%,61-70%,41-50%,Non-Solver
CR_Conf,A2SO6K35NMGBB7,39,Male,Left,College,There is no way to know without additional information,7,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A2SQNS3J389FRJ,62,Male,Right,College,There is no way to know without additional information,9,51-60%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,11-20%,21-30%,41-50%,Non-Solver
CR_Conf,A2STBTRTBN661Z,51,Female,Right,College,1 hour,8,21-30%,0-10%,11-20%,31-40%,21-30%,71-80%,0-10%,0-10%,0-10%,11-20%,21-30%,Solver
CR_Conf,A2T11H7YI7QPGD,28,Male,Left,College,There is no way to know without additional information,10,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,31-40%,51-60%,61-70%,61-70%,61-70%,Non-Solver
CR_Conf,A2T1JYVKKQQHH9,34,Female,Left,High School/GED,There is no way to know without additional information,5,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A2T98ZNH6C3EPY,35,Female,Right,Graduate Degree,Infinity,8,41-50%,31-40%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2TAUP3B2QB99F,29,Male,Right,College,1000000 hours,6,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,81-90%,61-70%,21-30%,Non-Solver
CR_Conf,A2TH9DIRISH8FE,28,Male,Right,College,1000 minutes,1,41-50%,0-10%,11-20%,21-30%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2TI2AHF94WF1M,38,Female,Right,College,Infinity,8,81-90%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,0-10%,Non-Solver
CR_Conf,A2TI9CGVG147MZ,48,Female,Left,High School/GED,Infinity,8,31-40%,0-10%,0-10%,0-10%,11-20%,31-40%,11-20%,0-10%,0-10%,51-60%,31-40%,Non-Solver
CR_Conf,A2TKHXY755FAM,43,Female,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,41-50%,51-60%,71-80%,Non-Solver
CR_Conf,A2TLN8489YGY81,31,Male,Right,College,There is no way to know without additional information,10,71-80%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,Non-Solver
CR_Conf,A2TUUIV61CR0C7,61,Female,Right,High School/GED,1 hour,3,11-20%,0-10%,0-10%,0-10%,11-20%,31-40%,31-40%,11-20%,11-20%,11-20%,11-20%,Solver
CR_Conf,A2TXC8Q2IFGRXH,67,Male,Right,College,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2U3F2J227NFAP,40,Male,Right,Graduate Degree,1000 minutes,10,71-80%,61-70%,51-60%,61-70%,71-80%,61-70%,71-80%,61-70%,71-80%,71-80%,61-70%,Non-Solver
CR_Conf,A2U5DWGXEAIWYE,24,Female,Right,College,1000 minutes,6,21-30%,41-50%,31-40%,41-50%,51-60%,31-40%,0-10%,0-10%,0-10%,0-10%,51-60%,Non-Solver
CR_Conf,A2UK6SLUS8P0H2,27,Female,Right,College,1000000 hours,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A2UMLFMF60AX21,31,Female,Right,College,Infinity,8,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,21-30%,21-30%,31-40%,11-20%,Non-Solver
CR_Conf,A2UO3QJZNC2VOE,33,Male,Right,High School/GED,1000 minutes,4,21-30%,11-20%,51-60%,0-10%,61-70%,31-40%,21-30%,31-40%,0-10%,11-20%,21-30%,Non-Solver
CR_Conf,A2UOSEPGNUITM8,26,Male,Left,High School/GED,1000 hours,4,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2UXVNIR273792,35,Male,Right,High School/GED,1000 hours,6,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2V35L3RIRYYXV,26,Female,Left,College,1 hour,6,61-70%,0-10%,0-10%,0-10%,11-20%,21-30%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A2V3ECGQQYNO85,42,Male,Right,High School/GED,1000000 hours,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,31-40%,Non-Solver
CR_Conf,A2V4BSE9TL8GM5,30,Male,Right,Graduate Degree,1 hour,8,71-80%,71-80%,71-80%,61-70%,51-60%,61-70%,61-70%,61-70%,71-80%,71-80%,71-80%,Solver
CR_Conf,A2V891K6X2055Y,36,Male,Left,High School/GED,Infinity,7,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,0-10%,0-10%,31-40%,0-10%,Non-Solver
CR_Conf,A2V8QBXRQ2VRPS,55,Male,Right,College,1000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,31-40%,21-30%,21-30%,11-20%,Non-Solver
CR_Conf,A2VBSFSJXLZZ7A,36,Male,Left,High School/GED,2000 hours,4,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,41-50%,21-30%,21-30%,11-20%,Non-Solver
CR_Conf,A2VFEDAK5C1E1O,38,Male,Right,College,Infinity,2,11-20%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2VFHTZKUFKG16,42,Male,Right,Graduate Degree,1000 minutes,5,21-30%,21-30%,21-30%,61-70%,51-60%,41-50%,71-80%,41-50%,31-40%,51-60%,41-50%,Non-Solver
CR_Conf,A2VM3GR5I8KOLW,25,Female,Both hands are equally strong,Graduate Degree,1 hour,6,21-30%,31-40%,41-50%,51-60%,31-40%,21-30%,41-50%,41-50%,51-60%,31-40%,41-50%,Solver
CR_Conf,A2VN3OJKI3R6HE,56,Male,Right,High School/GED,2000 hours,7,31-40%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,41-50%,21-30%,11-20%,11-20%,Non-Solver
CR_Conf,A2VNR6984SDFGQ,44,Female,Right,Graduate Degree,There is no way to know without additional information,10,21-30%,21-30%,81-90%,71-80%,61-70%,41-50%,0-10%,51-60%,11-20%,31-40%,21-30%,Non-Solver
CR_Conf,A2VNSNAN1LZBAM,61,Female,Right,High School/GED,Infinity,5,61-70%,0-10%,0-10%,0-10%,0-10%,11-20%,51-60%,61-70%,41-50%,61-70%,41-50%,Non-Solver
CR_Conf,A2VPHDKX329A8I,26,Female,Both hands are equally strong,College,There is no way to know without additional information,10,61-70%,0-10%,0-10%,0-10%,0-10%,11-20%,21-30%,31-40%,41-50%,61-70%,81-90%,Non-Solver
CR_Conf,A2VWQNU4TQ7ECK,30,Female,Right,Graduate Degree,1000 hours,9,71-80%,61-70%,71-80%,61-70%,61-70%,61-70%,71-80%,71-80%,71-80%,61-70%,71-80%,Non-Solver
CR_Conf,A2VXCN6C2NADP8,43,Female,Right,High School/GED,There is no way to know without additional information,5,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2W3A42TRMJ861,57,Female,Right,High School/GED,1000 hours,7,31-40%,0-10%,11-20%,0-10%,11-20%,11-20%,31-40%,11-20%,0-10%,21-30%,0-10%,Non-Solver
CR_Conf,A2W5Q0IVJUS7Y6,68,Male,Left,High School/GED,1000 hours,2,21-30%,0-10%,41-50%,0-10%,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2W8ZCOM232LAJ,22,Female,Right,College,There is no way to know without additional information,3,21-30%,0-10%,21-30%,21-30%,21-30%,11-20%,11-20%,0-10%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A2WCKFUIHFR0E1,35,Female,Right,Graduate Degree,1000 minutes,10,51-60%,51-60%,61-70%,71-80%,81-90%,61-70%,51-60%,41-50%,71-80%,51-60%,81-90%,Non-Solver
CR_Conf,A2WD7K61WGL37E,56,Female,Right,Graduate Degree,1000 minutes,2,11-20%,0-10%,0-10%,0-10%,21-30%,21-30%,11-20%,11-20%,0-10%,11-20%,21-30%,Non-Solver
CR_Conf,A2WGW5Y3ZFBDEC,48,Male,Right,College,1000 hours,1,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2WHC086WNUQNB,52,Female,Right,College,1 hour,2,11-20%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,71-80%,Solver
CR_Conf,A2WQPXGX5H7C0R,24,Male,Right,College,1 hour,8,71-80%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,11-20%,Solver
CR_Conf,A2WQT33K6LD9Z5,30,Male,Right,High School/GED,1000 minutes,6,21-30%,0-10%,0-10%,0-10%,31-40%,21-30%,11-20%,0-10%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A2WYCY1FMQOD5F,30,Male,Left,College,1 hour,6,41-50%,11-20%,41-50%,31-40%,31-40%,51-60%,41-50%,31-40%,21-30%,0-10%,0-10%,Solver
CR_Conf,A2X00K0L67M360,26,Female,Right,Graduate Degree,1 hour,10,51-60%,21-30%,41-50%,21-30%,51-60%,51-60%,31-40%,11-20%,31-40%,61-70%,11-20%,Solver
CR_Conf,A2X1NEG8QWQOO6,25,Female,Right,Graduate Degree,1 hour,8,71-80%,11-20%,21-30%,31-40%,21-30%,81-90%,31-40%,11-20%,21-30%,0-10%,0-10%,Solver
CR_Conf,A2X7GGLA848P32,42,Female,Right,Graduate Degree,1000 hours,1,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2XH3ANYM43OB9,35,Male,Right,Graduate Degree,There is no way to know without additional information,9,11-20%,0-10%,21-30%,11-20%,21-30%,11-20%,21-30%,21-30%,11-20%,21-30%,31-40%,Non-Solver
CR_Conf,A2XMFTY9WB05U6,33,Male,Right,College,There is no way to know without additional information,4,41-50%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2XQFZSSV468NF,28,Male,Right,College,1 hour,9,71-80%,61-70%,51-60%,41-50%,31-40%,21-30%,11-20%,0-10%,11-20%,31-40%,51-60%,Solver
CR_Conf,A2XVQVZ97PT3GD,29,Male,Right,Graduate Degree,1 minute,9,11-20%,61-70%,51-60%,61-70%,61-70%,41-50%,71-80%,51-60%,81-90%,51-60%,71-80%,Non-Solver
CR_Conf,A2XXIMYOWPM5T5,30,Male,Right,College,1 minute,8,51-60%,0-10%,0-10%,81-90%,51-60%,81-90%,31-40%,31-40%,41-50%,41-50%,21-30%,Non-Solver
CR_Conf,A2YB18JHC2C7GF,67,Female,Left,High School/GED,1000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,31-40%,41-50%,61-70%,61-70%,81-90%,Non-Solver
CR_Conf,A2YE2I9DYV9OKW,43,Male,Right,College,1000 hours,7,61-70%,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,11-20%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2YE7NBCK14VAQ,38,Male,Right,High School/GED,Infinity,1,0-10%,0-10%,0-10%,0-10%,41-50%,31-40%,11-20%,11-20%,11-20%,11-20%,21-30%,Non-Solver
CR_Conf,A2YGVZ7TQ20JOI,39,Female,Both hands are equally strong,Graduate Degree,Infinity,5,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A2YJZYTC8WOIZT,45,Female,Left,College,1 hour,2,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,21-30%,21-30%,21-30%,31-40%,0-10%,Solver
CR_Conf,A2YKYAZYVWOXBO,41,Male,Right,High School/GED,1 hour,8,31-40%,0-10%,0-10%,0-10%,11-20%,61-70%,0-10%,0-10%,0-10%,21-30%,21-30%,Solver
CR_Conf,A2YLEULZ7L44FP,31,Male,Right,High School/GED,Infinity,4,31-40%,0-10%,0-10%,0-10%,11-20%,51-60%,61-70%,51-60%,61-70%,51-60%,51-60%,Non-Solver
CR_Conf,A2YLWZJ64PI1RQ,40,Female,Right,High School/GED,Infinity,10,41-50%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,31-40%,41-50%,61-70%,71-80%,Non-Solver
CR_Conf,A2YOVBJ9EXAI8W,33,Male,Right,High School/GED,1 hour,7,31-40%,0-10%,11-20%,11-20%,0-10%,21-30%,0-10%,0-10%,0-10%,21-30%,0-10%,Solver
CR_Conf,A2YT81KJG6VUA9,32,Female,Right,College,1000 minutes,5,21-30%,0-10%,11-20%,31-40%,41-50%,11-20%,0-10%,31-40%,61-70%,11-20%,31-40%,Non-Solver
CR_Conf,A2YT81KJG6VUA9,32,Female,Right,College,1 minute,5,21-30%,0-10%,21-30%,21-30%,41-50%,41-50%,31-40%,41-50%,51-60%,0-10%,21-30%,Non-Solver
CR_Conf,A2YTO4EY3MNYAJ,44,Female,Left,College,1 hour,10,81-90%,0-10%,0-10%,0-10%,41-50%,81-90%,61-70%,31-40%,11-20%,51-60%,61-70%,Solver
CR_Conf,A2Z64HYA7GG3KM,37,Male,Right,High School/GED,2000 hours,3,21-30%,0-10%,0-10%,0-10%,11-20%,11-20%,31-40%,41-50%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A2Z6NL0CTXY0ZB,39,Female,Right,High School/GED,Infinity,1,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,51-60%,51-60%,71-80%,81-90%,0-10%,Non-Solver
CR_Conf,A2Z8V601LQT1KU,65,Female,Right,College,Infinity,8,21-30%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,21-30%,11-20%,Non-Solver
CR_Conf,A2ZBDD2PGJ262Y,27,Female,Right,Graduate Degree,Infinity,2,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,Non-Solver
CR_Conf,A2ZDEERVRN5AMC,27,Male,Right,High School/GED,2000 hours,3,11-20%,0-10%,0-10%,0-10%,41-50%,11-20%,41-50%,41-50%,11-20%,51-60%,61-70%,Non-Solver
CR_Conf,A2ZDK0Y5466BXN,49,Female,Right,College,Infinity,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A2ZGRB5DEGOG9C,36,Male,Right,Less than High School,There is no way to know without additional information,4,41-50%,0-10%,0-10%,0-10%,11-20%,21-30%,0-10%,0-10%,0-10%,31-40%,41-50%,Non-Solver
CR_Conf,A2ZK5I1MDWNPRU,25,Female,Right,Graduate Degree,2000 hours,7,0-10%,0-10%,0-10%,0-10%,0-10%,61-70%,61-70%,0-10%,21-30%,81-90%,71-80%,Non-Solver
CR_Conf,A2ZL5GAZK6S0H1,25,Male,Left,Graduate Degree,1000 hours,7,61-70%,41-50%,21-30%,21-30%,51-60%,41-50%,21-30%,51-60%,41-50%,31-40%,61-70%,Non-Solver
CR_Conf,A300GJOLD4FJF4,40,Male,Left,Graduate Degree,1000 hours,2,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,51-60%,61-70%,11-20%,71-80%,41-50%,Non-Solver
CR_Conf,A308FEI88TJ8WV,62,Female,Right,High School/GED,There is no way to know without additional information,1,0-10%,0-10%,0-10%,0-10%,11-20%,31-40%,41-50%,51-60%,21-30%,71-80%,61-70%,Non-Solver
CR_Conf,A308FEI88TJ8WV,62,Female,Right,High School/GED,There is no way to know without additional information,2,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,11-20%,0-10%,21-30%,61-70%,Non-Solver
CR_Conf,A30H5IF78HYZJ4,38,Female,Right,Graduate Degree,There is no way to know without additional information,8,31-40%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A30J4IZCMCR31F,33,Female,Right,College,2000 hours,1,11-20%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,21-30%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A30PLS3F9AM54J,49,Female,Right,Graduate Degree,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A30XJHY5V549VC,30,Female,Right,College,1000 hours,5,11-20%,0-10%,0-10%,0-10%,11-20%,11-20%,11-20%,11-20%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A311K1G5AP6FRA,42,Female,Right,Graduate Degree,1 hour,6,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A318574M8Q965P,49,Female,Right,Graduate Degree,Infinity,3,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,Non-Solver
CR_Conf,A31AUIR5PDLYM,36,Female,Right,College,1000 hours,4,31-40%,0-10%,0-10%,0-10%,21-30%,21-30%,31-40%,31-40%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A31NILFUEWAOSJ,33,Male,Right,High School/GED,1 hour,6,11-20%,0-10%,0-10%,0-10%,11-20%,41-50%,31-40%,11-20%,0-10%,11-20%,11-20%,Solver
CR_Conf,A31U7VGTEOY2RG,48,Female,Right,College,There is no way to know without additional information,4,11-20%,0-10%,0-10%,0-10%,0-10%,21-30%,11-20%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A31VW44MXV7PP5,31,Male,Right,College,There is no way to know without additional information,1,21-30%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A31Z5TPD8QKE26,34,Male,Right,High School/GED,1000 hours,2,21-30%,0-10%,0-10%,0-10%,0-10%,21-30%,31-40%,21-30%,11-20%,0-10%,0-10%,Non-Solver
CR_Conf,A320BT7PLIQVZT,26,Female,Right,College,1 hour,3,21-30%,31-40%,31-40%,31-40%,31-40%,31-40%,21-30%,21-30%,21-30%,21-30%,11-20%,Solver
CR_Conf,A3216JB8CWIUNR,27,Male,Right,Graduate Degree,1 hour,8,71-80%,0-10%,0-10%,71-80%,61-70%,71-80%,51-60%,61-70%,71-80%,81-90%,61-70%,Solver
CR_Conf,A32613MWIE6YYD,37,Male,Right,College,There is no way to know without additional information,5,11-20%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,Non-Solver
CR_Conf,A32BYZ60Q41UNC,38,Female,Right,College,1000 hours,4,0-10%,0-10%,0-10%,0-10%,11-20%,0-10%,21-30%,11-20%,0-10%,11-20%,0-10%,Non-Solver
CR_Conf,A32HFMZVTLF1JG,26,Male,Left,Graduate Degree,1000 hours,10,71-80%,11-20%,51-60%,31-40%,41-50%,41-50%,61-70%,11-20%,51-60%,51-60%,41-50%,Non-Solver
CR_Conf,A32RHBK1BQB9N0,26,Male,Right,College,1 hour,8,61-70%,0-10%,21-30%,31-40%,41-50%,61-70%,51-60%,31-40%,21-30%,21-30%,11-20%,Solver
CR_Conf,A32RV3F0QV5ZED,28,Female,Right,Graduate Degree,1 hour,6,41-50%,21-30%,31-40%,21-30%,41-50%,71-80%,41-50%,21-30%,31-40%,21-30%,31-40%,Solver
CR_Conf,A32XCTDWEIXDI0,25,Male,Right,Graduate Degree,1 hour,8,41-50%,11-20%,21-30%,41-50%,41-50%,51-60%,51-60%,61-70%,61-70%,71-80%,61-70%,Solver
CR_Conf,A334NPHULT0Q8V,43,Male,Right,College,1000 minutes,5,21-30%,51-60%,61-70%,71-80%,61-70%,71-80%,51-60%,61-70%,41-50%,61-70%,51-60%,Non-Solver
CR_Conf,A336V7IY38Q2WN,33,Male,Right,College,Infinity,8,11-20%,11-20%,11-20%,11-20%,11-20%,11-20%,21-30%,31-40%,41-50%,0-10%,0-10%,Non-Solver
CR_Conf,A337MKRWW1YJSD,35,Male,Right,College,1 hour,8,41-50%,0-10%,0-10%,0-10%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A339L5YF2O6773,28,Male,,Graduate Degree,1 minute,8,21-30%,51-60%,61-70%,51-60%,41-50%,51-60%,51-60%,41-50%,51-60%,41-50%,51-60%,Non-Solver
CR_Conf,A33GOGPEB64S9Q,30,Female,Right,Graduate Degree,1000 seconds,10,61-70%,81-90%,31-40%,51-60%,71-80%,51-60%,61-70%,51-60%,51-60%,21-30%,11-20%,Non-Solver
CR_Conf,A33QSLM9P8111P,32,Female,Right,Graduate Degree,Infinity,4,31-40%,11-20%,21-30%,51-60%,51-60%,31-40%,11-20%,0-10%,0-10%,81-90%,11-20%,Non-Solver
CR_Conf,A33UMG50QSJ7KS,28,Female,Right,College,Infinity,1,21-30%,0-10%,11-20%,11-20%,21-30%,11-20%,11-20%,11-20%,11-20%,41-50%,11-20%,Non-Solver
CR_Conf,A341XKSRZ58FJK,45,Male,Right,High School/GED,Infinity,9,0-10%,0-10%,0-10%,0-10%,0-10%,71-80%,0-10%,0-10%,0-10%,0-10%,11-20%,Non-Solver
CR_Conf,A345F5R4TUA45A,49,Male,Right,High School/GED,1000000 hours,2,21-30%,0-10%,0-10%,0-10%,11-20%,0-10%,11-20%,0-10%,21-30%,0-10%,0-10%,Non-Solver
CR_Conf,A345RMXKPKS5AD,39,Male,Right,Graduate Degree,1000 hours,3,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,0-10%,11-20%,11-20%,21-30%,21-30%,Non-Solver
CR_Conf,A346XPIBKBQ8Z6,38,Male,Right,College,1 hour,4,31-40%,0-10%,0-10%,0-10%,21-30%,41-50%,11-20%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A34F2ESTZYTWRM,36,Male,Right,College,1 hour,10,51-60%,0-10%,0-10%,31-40%,0-10%,41-50%,0-10%,0-10%,0-10%,0-10%,0-10%,Solver
CR_Conf,A34LDW7RA32V00,49,Female,Right,College,1000 hours,7,11-20%,21-30%,11-20%,21-30%,31-40%,41-50%,31-40%,41-50%,61-70%,41-50%,51-60%,Non-Solver
CR_Conf,A34M6IVV9AYXHP,25,Male,Right,Graduate Degree,1000 seconds,9,61-70%,31-40%,71-80%,51-60%,61-70%,41-50%,31-40%,41-50%,31-40%,11-20%,21-30%,Non-Solver
